,x,y,waveform,cluster_id,cluster_color
82,10.599576,-1.175292,"[ 0.07719366  0.08279422  0.08710631  0.09224632  0.09669928  0.09846575
  0.10245506  0.10772999  0.10678797  0.1084401   0.11777741  0.11372727
  0.10536889  0.12248568  0.12092651  0.08224444  0.10772672  0.12259784
 -0.17881991 -0.72994375 -1.         -0.8056236  -0.51871276 -0.37025362
 -0.25140136 -0.1173014  -0.03323771  0.01740255  0.07346772  0.11725915
  0.14357218  0.1712056   0.19592047  0.2058841   0.20561579  0.19968976
  0.18672924  0.1704212   0.15607573  0.14261502]",1,[0.27381 0.52069 0.97899 1.     ]
83,11.191227,-1.7612832,"[ 0.08522572  0.09210729  0.09797408  0.10332581  0.10716079  0.11106506
  0.11765558  0.12265201  0.12213201  0.12325531  0.12734076  0.12328777
  0.11817885  0.12398465  0.11552969  0.08921126  0.0880179   0.03118884
 -0.2751064  -0.7530389  -1.         -0.8379389  -0.53273606 -0.33322486
 -0.20970362 -0.09438694 -0.00971454  0.04094679  0.08348288  0.11681082
  0.1371637   0.156848    0.17837918  0.19311787  0.19829924  0.19659951
  0.1900071   0.17928325  0.16480023  0.14810677]",1,[0.27381 0.52069 0.97899 1.     ]
84,9.977557,1.5573536,"[ 0.09297844  0.10124853  0.10956915  0.1186626   0.12494326  0.13030013
  0.14092036  0.14962171  0.15053646  0.15953808  0.17364538  0.16777815
  0.16806298  0.19729832  0.18941517  0.1647138   0.25437564  0.29509476
 -0.0829564  -0.71736497 -1.         -0.8106927  -0.56554085 -0.45527658
 -0.3585157  -0.25158998 -0.19211528 -0.15131773 -0.09801926 -0.05264834
 -0.01782335  0.02038953  0.05672754  0.08578771  0.1132488   0.13901983
  0.15795676  0.16948704  0.17511941  0.17620638]",0,[0.18995 0.07176 0.23217 1.     ]
85,10.521839,5.706247,"[ 0.06751822  0.06915887  0.0694804   0.07703408  0.08404393  0.08384734
  0.08753491  0.09257081  0.088181    0.09409548  0.10855901  0.09189375
  0.08122457  0.11984217  0.10461813  0.05174925  0.19900872  0.3877133
  0.06465649 -0.6585722  -1.         -0.7728048  -0.49858522 -0.39676812
 -0.292183   -0.16637473 -0.10101102 -0.05271151  0.0135664   0.06379219
  0.10028287  0.1444282   0.18096147  0.19644363  0.2004657   0.19747804
  0.18575658  0.17039801  0.15563115  0.14027014]",2,[0.10342 0.896   0.715   1.     ]
86,10.490639,-1.3766949,"[ 0.07853421  0.08364195  0.08961545  0.09756496  0.10311995  0.10542114
  0.11186183  0.11921965  0.11760639  0.11983448  0.13202481  0.12642331
  0.11481319  0.13648918  0.1370155   0.08314067  0.08891429  0.09496337
 -0.20800279 -0.7507489  -1.         -0.7890737  -0.49583524 -0.34185722
 -0.2266023  -0.11445346 -0.05356674 -0.01072796  0.04929188  0.10223013
  0.13889368  0.17084248  0.19131061  0.1945418   0.18995208  0.18241137
  0.17071685  0.157669    0.14547825  0.13289826]",1,[0.27381 0.52069 0.97899 1.     ]
87,12.9398,-1.1113727,"[ 0.07640734  0.07991934  0.08357755  0.08745046  0.08943308  0.0903896
  0.09376054  0.09408066  0.08806012  0.09019545  0.09795568  0.08693809
  0.07864309  0.09837554  0.08747799  0.05162799  0.10851492  0.13369018
 -0.19774064 -0.75658405 -1.         -0.806239   -0.5476387  -0.40689966
 -0.28106272 -0.14876783 -0.06182671  0.00451362  0.07616835  0.13367498
  0.17689228  0.21932402  0.251203    0.26261687  0.2610681   0.25236028
  0.23557542  0.2140527   0.19278188  0.17146331]",6,[0.4796  0.01583 0.01055 1.     ]
88,11.629613,0.60169965,"[ 0.09240458  0.09749032  0.10166556  0.1088147   0.11375872  0.11472674
  0.11941753  0.12235046  0.11546125  0.11726876  0.12883808  0.11719086
  0.10423577  0.12639083  0.11450078  0.06205799  0.1132928   0.16073437
 -0.15653707 -0.7324554  -1.         -0.8260768  -0.5932097  -0.4745342
 -0.35611814 -0.22745897 -0.1451506  -0.07575272  0.00580103  0.07257693
  0.1239997   0.17573105  0.21886154  0.24445783  0.25768778  0.2600971
  0.2508778   0.23559202  0.2187548   0.19899017]",5,[0.89298 0.26981 0.03993 1.     ]
89,10.961833,-1.5049331,"[ 0.07684213  0.08328358  0.08996915  0.09665266  0.10134     0.10576856
  0.11315311  0.11907469  0.12092061  0.12731458  0.13600826  0.13458286
  0.13680202  0.1517169   0.14610441  0.13267876  0.15851495  0.09443676
 -0.26575327 -0.7728213  -1.         -0.83220655 -0.5488175  -0.35211945
 -0.21600623 -0.1061711  -0.03666091  0.00944828  0.05513287  0.09490418
  0.12737209  0.16100164  0.1903366   0.20391515  0.20208701  0.19198626
  0.1781124   0.16240747  0.14604406  0.12985021]",1,[0.27381 0.52069 0.97899 1.     ]
90,10.03901,-0.9996973,"[ 0.08053971  0.08420897  0.08930204  0.09828368  0.1042366   0.10535505
  0.11218334  0.12186367  0.12119251  0.12266172  0.13549191  0.13271302
  0.12296336  0.14342843  0.1443333   0.10158051  0.1294156   0.1506333
 -0.16204247 -0.7309176  -1.         -0.7985297  -0.51224965 -0.3596081
 -0.23682484 -0.11646945 -0.05335978 -0.0155718   0.03093946  0.0668981
  0.09408012  0.12839456  0.15853347  0.17341384  0.17849562  0.1752947
  0.16353114  0.15114944  0.14223471  0.13222837]",1,[0.27381 0.52069 0.97899 1.     ]
91,8.104466,-0.5204644,"[ 0.07877605  0.08474366  0.08937624  0.09585878  0.10236201  0.10610165
  0.11301935  0.12176274  0.12139922  0.1240411   0.1402355   0.13852686
  0.12379028  0.14773448  0.16058916  0.11136693  0.13821147  0.21300073
 -0.05581158 -0.67477    -1.         -0.76251113 -0.4410313  -0.33901346
 -0.27217525 -0.154373   -0.08810033 -0.06138162 -0.01692477  0.01857884
  0.0338317   0.05892933  0.09296156  0.11974338  0.14171284  0.15874206
  0.16396244  0.16063216  0.1552913   0.14808261]",0,[0.18995 0.07176 0.23217 1.     ]
92,9.368737,-0.76480204,"[ 0.07446881  0.0792195   0.08313147  0.08913445  0.09435618  0.09573267
  0.09976948  0.10638922  0.10562371  0.10638673  0.11712845  0.11370499
  0.10167221  0.11955715  0.12459031  0.08247221  0.10286315  0.13836168
 -0.14080413 -0.7104293  -1.         -0.76803774 -0.43136    -0.29263398
 -0.22302853 -0.12666768 -0.06816531 -0.04295734 -0.00448672  0.03324218
  0.0623568   0.10386564  0.15022536  0.17938611  0.19237012  0.19626579
  0.19025603  0.17800187  0.16571395  0.15251738]",1,[0.27381 0.52069 0.97899 1.     ]
93,7.737898,-0.8377668,"[ 0.07317562  0.08060193  0.08670655  0.09485037  0.10210047  0.10637404
  0.11562357  0.12694335  0.12780894  0.13236198  0.1498611   0.14753047
  0.1367943   0.1667068   0.1755017   0.12505539  0.16649452  0.23800822
 -0.06574205 -0.6984427  -1.         -0.74727577 -0.41892633 -0.29037684
 -0.20499092 -0.10255449 -0.05883586 -0.04528449 -0.01624778  0.0043241
  0.0147215   0.03904474  0.07010813  0.09398552  0.1136551   0.1280911
  0.13219853  0.12952454  0.12464301  0.11764559]",0,[0.18995 0.07176 0.23217 1.     ]
94,9.901478,-2.8050692,"[ 0.06245511  0.06602612  0.06897686  0.0734594   0.07722246  0.07922103
  0.08391301  0.08796547  0.08547155  0.08709162  0.09383333  0.08511835
  0.07546842  0.08874413  0.07886732  0.04220344  0.07038475  0.06525549
 -0.24600862 -0.76206815 -1.         -0.80616844 -0.49577916 -0.28134516
 -0.10157494  0.07834325  0.19596191  0.23265952  0.22752804  0.21309505
  0.1997188   0.18592072  0.16887361  0.1512463   0.13658513  0.12406793
  0.11187337  0.10009927  0.08914723  0.07874516]",4,[0.98    0.73    0.22161 1.     ]
95,0.1370767,10.9434595,"[ 0.03533424  0.03555612  0.03848424  0.04205877  0.04170879  0.03702615
  0.03602543  0.03991576  0.0367296   0.03103113  0.03671364  0.03356921
  0.01525732  0.02480948  0.03812611 -0.00412014 -0.00845685  0.04710646
 -0.14986663 -0.68611485 -1.         -0.7040054  -0.20306018  0.04573562
  0.11674129  0.1759863   0.19358869  0.17195287  0.17231181  0.18353361
  0.18115036  0.1828492   0.19094689  0.1879097   0.17438854  0.15813126
  0.13654853  0.10789937  0.07808241  0.0532166 ]",3,[0.64362 0.98999 0.23356 1.     ]
96,13.514391,0.45117438,"[ 0.09846496  0.10623268  0.11345843  0.11883834  0.12445397  0.13131195
  0.13607445  0.13819702  0.14124382  0.1433395   0.14225665  0.14449388
  0.14863497  0.1450351   0.14570792  0.1535481   0.09564083 -0.12582032
 -0.4975744  -0.8557113  -1.         -0.8744163  -0.62245953 -0.41305587
 -0.2749593  -0.1632586  -0.07025556  0.00186253  0.0736815   0.14993018
  0.21144405  0.24731423  0.26008084  0.25555074  0.2427532   0.22893858
  0.2139915   0.19699623  0.18005419  0.16388619]",5,[0.89298 0.26981 0.03993 1.     ]
97,12.565814,-0.15602553,"[ 0.08680816  0.09251676  0.09840732  0.10360663  0.106197    0.10869116
  0.11455365  0.11822569  0.115801    0.11715409  0.12223462  0.11735044
  0.1145696   0.12492107  0.11452223  0.09370343  0.11784498  0.06623881
 -0.27825022 -0.77760684 -1.         -0.8362041  -0.58132374 -0.42279613
 -0.30314547 -0.18610089 -0.10203272 -0.03882341  0.02657817  0.08612111
  0.13887024  0.19241375  0.23674826  0.26021042  0.26602656  0.26010105
  0.24520476  0.22617233  0.20685285  0.1864353 ]",6,[0.4796  0.01583 0.01055 1.     ]
98,10.549211,0.99911326,"[ 0.09926985  0.10776298  0.11478519  0.12274936  0.12995602  0.133851
  0.14005432  0.14838867  0.14899334  0.15058742  0.16324937  0.16224991
  0.1491601   0.16693732  0.17464502  0.10594173  0.04274736 -0.00423513
 -0.27155504 -0.7549251  -1.         -0.8065598  -0.52430934 -0.40528348
 -0.3303516  -0.21594849 -0.12764372 -0.0709093  -0.00729005  0.04986921
  0.08711899  0.1191557   0.14826861  0.16798344  0.18250956  0.19428523
  0.1995988   0.19898391  0.19491771  0.18658233]",5,[0.89298 0.26981 0.03993 1.     ]
99,12.337856,-1.6844602,"[ 0.06900685  0.07220525  0.07496709  0.0793356   0.08256547  0.08246341
  0.08482448  0.08833361  0.08402032  0.08160751  0.08859953  0.08163012
  0.06737909  0.08253736  0.08390197  0.03796802  0.0505703   0.07703869
 -0.19373313 -0.73265004 -1.         -0.77808535 -0.46237022 -0.3259905
 -0.2414823  -0.12294436 -0.03070269  0.04335355  0.13676128  0.21796855
  0.2596144   0.27681452  0.27863613  0.26408228  0.24198548  0.21817753
  0.18850584  0.15463664  0.12692864  0.10971177]",6,[0.4796  0.01583 0.01055 1.     ]
100,9.822942,-2.7991345,"[ 0.05483256  0.05690121  0.05810887  0.05993993  0.06078721  0.05912703
  0.06079562  0.06443188  0.05939693  0.05586308  0.06557146  0.06189388
  0.04334692  0.05532084  0.06582411  0.0245973   0.02916     0.0650856
 -0.17757024 -0.7147936  -1.         -0.7590628  -0.39423    -0.23396714
 -0.15573025 -0.04272957  0.04891532  0.11443463  0.18909094  0.24834548
  0.27368185  0.28274718  0.2789076   0.25745592  0.2282872   0.19840632
  0.16628249  0.13467233  0.10847327  0.08820922]",4,[0.98    0.73    0.22161 1.     ]
101,11.529339,0.24152881,"[ 0.08580083  0.09235742  0.09833848  0.10449718  0.10885151  0.11080911
  0.11570691  0.12130003  0.11984289  0.11987416  0.12516388  0.11708991
  0.10755884  0.12211918  0.1172209   0.08307294  0.11242804  0.11506123
 -0.19800285 -0.73953646 -1.         -0.8193006  -0.5545366  -0.42125815
 -0.3170743  -0.1982486  -0.12127297 -0.06819198 -0.00286482  0.05852529
  0.11083781  0.16736312  0.21732709  0.24552825  0.25650546  0.25694492
  0.24728395  0.23032966  0.21008134  0.18840148]",5,[0.89298 0.26981 0.03993 1.     ]
102,13.40311,0.30958533,"[ 0.10057002  0.10649439  0.11264206  0.11862587  0.12393074  0.12987766
  0.1357761   0.13743405  0.13705464  0.14160515  0.1448724   0.13970535
  0.13979022  0.14491408  0.1318618   0.11843254  0.10916745 -0.02982768
 -0.4061064  -0.83095425 -1.         -0.8814874  -0.67091095 -0.4868782
 -0.32584524 -0.18808039 -0.08907709 -0.01683713  0.05041681  0.11919486
  0.18588647  0.24153101  0.27470773  0.28311098  0.27598086  0.26231316
  0.24477552  0.22405572  0.20212182  0.18135935]",5,[0.89298 0.26981 0.03993 1.     ]
103,-0.19426376,10.159486,"[ 5.9721251e-03  5.3177611e-03  3.6118294e-03  4.4432143e-03
  4.5352257e-03  5.4867553e-05 -5.0483947e-04  2.4197777e-03
 -5.3661112e-03 -1.0904530e-02 -1.4747617e-04 -8.3747581e-03
 -3.0931277e-02 -7.0066983e-03  4.5578759e-03 -5.3992387e-02
  2.0242926e-02  2.5246665e-01  1.1453888e-01 -5.7158828e-01
 -1.0000000e+00 -5.7894427e-01  1.2761666e-01  4.0722722e-01
  3.3937281e-01  2.6638922e-01  2.3719089e-01  2.0203291e-01
  1.6529714e-01  1.1435862e-01  5.6031257e-02  3.0468905e-02
  3.2795779e-02  2.9120743e-02  1.8386550e-02  1.2048053e-02
  5.6648240e-03 -3.5437085e-03 -1.0402217e-02 -1.4057651e-02]",3,[0.64362 0.98999 0.23356 1.     ]
104,13.078958,-1.4264643,"[ 6.2726699e-02  6.2929824e-02  6.3602433e-02  6.4770766e-02
  6.2714666e-02  5.9169360e-02  6.0228501e-02  5.9560720e-02
  5.1179431e-02  4.9585648e-02  5.3498682e-02  3.9656598e-02
  2.9722139e-02  4.5945127e-02  3.0903988e-02  6.8058046e-03
  1.0969063e-01  1.9666474e-01 -1.1583194e-01 -7.1830714e-01
 -1.0000000e+00 -7.9003912e-01 -5.1697439e-01 -4.1366267e-01
 -3.3179858e-01 -2.0474707e-01 -9.8800980e-02  8.3422742e-04
  1.2753713e-01  2.4462220e-01  3.2513687e-01  3.7666222e-01
  3.9446956e-01  3.7543681e-01  3.3900288e-01  3.0025873e-01
  2.5889346e-01  2.1684654e-01  1.7929153e-01  1.4526471e-01]",6,[0.4796  0.01583 0.01055 1.     ]
105,10.522845,4.0749173,"[ 0.14241803  0.18072341  0.21910784  0.23768061  0.24587813  0.24803737
  0.23249036  0.20729938  0.19717695  0.19438554  0.18223399  0.19087689
  0.21856225  0.18615155  0.11193448  0.09368853  0.00262652 -0.29913625
 -0.43900406 -0.08918437  0.17897607 -0.26204178 -0.9146774  -1.
 -0.6739783  -0.44215563 -0.31536913 -0.15734625 -0.04368983 -0.01953599
 -0.02063432 -0.01939329 -0.01474106  0.00722418  0.0424007   0.07981168
  0.12242776  0.17000829  0.20649354  0.21456504]",2,[0.10342 0.896   0.715   1.     ]
106,9.281641,5.9288526,"[ 3.87695804e-02  4.17071879e-02  4.34694290e-02  4.97489981e-02
  5.38309030e-02  5.22257611e-02  5.93763255e-02  6.77936971e-02
  5.79459332e-02  6.08794764e-02  8.59077573e-02  6.94819614e-02
  4.80231233e-02  1.05262272e-01  1.03671864e-01  1.11744842e-02
  1.83999866e-01  5.31274378e-01  2.79968530e-01 -5.73548317e-01
 -1.00000000e+00 -6.78737104e-01 -3.20971489e-01 -2.40384713e-01
 -1.59580320e-01 -3.75270471e-02 -4.71691648e-03  5.67462295e-04
  3.80703658e-02  5.62184080e-02  5.46331443e-02  7.07577616e-02
  9.11473781e-02  9.83655602e-02  1.02332175e-01  1.04723006e-01
  9.99152437e-02  9.23839211e-02  8.56649131e-02  7.73658678e-02]",2,[0.10342 0.896   0.715   1.     ]
107,10.433007,0.37409347,"[ 0.08655672  0.09241136  0.09727554  0.10277221  0.1080598   0.1121752
  0.11751889  0.12151452  0.12045752  0.12332808  0.13126512  0.12793887
  0.12430946  0.13886628  0.13411252  0.10784923  0.1335063   0.11155552
 -0.21426561 -0.74408066 -1.         -0.8255548  -0.54969037 -0.3936853
 -0.2792563  -0.16098802 -0.09092775 -0.05740401 -0.01574231  0.03199027
  0.07540733  0.12009367  0.16418222  0.2006971   0.22740401  0.24092303
  0.23899013  0.22626841  0.20836999  0.18719849]",1,[0.27381 0.52069 0.97899 1.     ]
108,10.488365,5.914934,"[ 0.06039124  0.06342585  0.0661014   0.07022607  0.07245068  0.07229412
  0.07633187  0.07957675  0.07443848  0.07688169  0.08769349  0.07772102
  0.06945381  0.09469964  0.08584224  0.06442183  0.21203125  0.37488744
  0.05573465 -0.6542475  -1.         -0.75229496 -0.4437707  -0.35896322
 -0.30224523 -0.19583099 -0.12916188 -0.07888507  0.0019744   0.07435322
  0.11888295  0.15825617  0.18966903  0.20023687  0.19843893  0.19351375
  0.18504232  0.17431374  0.16335776  0.15096286]",2,[0.10342 0.896   0.715   1.     ]
109,12.959931,-1.4312463,"[ 0.07164843  0.07472799  0.07706881  0.07724717  0.07342362  0.06960338
  0.07293952  0.07466356  0.06457837  0.06038079  0.06468535  0.04772644
  0.03418996  0.05686164  0.03691819 -0.02278779  0.05165233  0.14558195
 -0.15116784 -0.73818094 -1.         -0.7907023  -0.5280569  -0.4026503
 -0.28844216 -0.15805815 -0.05583219  0.04100134  0.12639754  0.1703578
  0.20570794  0.2612706   0.30506814  0.31515875  0.30875912  0.29560718
  0.27113023  0.24022877  0.21161972  0.18503265]",6,[0.4796  0.01583 0.01055 1.     ]
110,8.100517,-2.2389326,"[ 0.06259643  0.06742129  0.07068668  0.07421263  0.07835516  0.08064251
  0.08503077  0.09044674  0.08700828  0.08620396  0.0994378   0.09550201
  0.07593717  0.09472807  0.10795305  0.05614692  0.06951236  0.14123732
 -0.10143588 -0.6886203  -1.         -0.7470918  -0.39032903 -0.2532335
 -0.17165394 -0.05238673  0.01136048  0.02976487  0.06198663  0.09045075
  0.10714182  0.13233782  0.15268868  0.15400468  0.15492366  0.16660464
  0.1747776   0.16572513  0.14277087  0.12182233]",0,[0.18995 0.07176 0.23217 1.     ]
111,13.095647,1.0871483,"[ 0.10778198  0.11412208  0.12044951  0.126654    0.13120285  0.13551436
  0.1410376   0.14401086  0.14445809  0.14802654  0.15007034  0.14538048
  0.14539544  0.14695425  0.13132834  0.1192009   0.1063075  -0.04207144
 -0.41885263 -0.83498096 -1.         -0.8811633  -0.6711096  -0.5013363
 -0.36939275 -0.25642934 -0.16924086 -0.10370369 -0.04461943  0.01410819
  0.0750742   0.14164226  0.20723368  0.25863945  0.2905803   0.30553728
  0.30610675  0.29556292  0.2785589   0.2575059 ]",5,[0.89298 0.26981 0.03993 1.     ]
112,10.472065,-1.342539,"[ 0.07868712  0.0856163   0.09183805  0.09920026  0.10544351  0.10803422
  0.1125282   0.11913506  0.12066515  0.12437688  0.1339898   0.13039927
  0.12346956  0.14022262  0.13996041  0.10738872  0.12900753  0.12217673
 -0.19397753 -0.73788935 -1.         -0.8079374  -0.5208346  -0.36904782
 -0.25056076 -0.1155979  -0.02819898  0.02114931  0.07001788  0.10124835
  0.10738603  0.11317293  0.1269889   0.14095336  0.15362896  0.16445655
  0.1699197   0.16985129  0.16563962  0.15759973]",1,[0.27381 0.52069 0.97899 1.     ]
113,11.490859,-1.553822,"[ 0.09023659  0.09799622  0.10325845  0.10770873  0.11056511  0.11238213
  0.11735775  0.12199114  0.12005788  0.11996235  0.12463383  0.11935968
  0.11444229  0.12625144  0.11759339  0.08599231  0.09456719  0.04110097
 -0.29613143 -0.78858846 -1.         -0.8233016  -0.55763596 -0.3830219
 -0.2442554  -0.11923128 -0.03999248  0.01411776  0.06866074  0.11163826
  0.1388971   0.16285789  0.18538886  0.2012105   0.20995346  0.21222296
  0.20744304  0.19713798  0.18389297  0.16883078]",1,[0.27381 0.52069 0.97899 1.     ]
114,7.9068456,-1.6189183,"[ 0.05661499  0.06042361  0.06174844  0.06597967  0.07018842  0.06924013
  0.07259703  0.07920574  0.07368204  0.07278358  0.08881694  0.07990414
  0.05959241  0.09236815  0.0992659   0.02905235  0.09568742  0.26768303
  0.02925014 -0.64755565 -1.         -0.7209875  -0.35893136 -0.250122
 -0.20023806 -0.1166226  -0.07823218 -0.04668742  0.02747994  0.09540035
  0.13604222  0.17452236  0.20417567  0.20944203  0.20144969  0.1905268
  0.17425649  0.15379627  0.134101    0.11631662]",0,[0.18995 0.07176 0.23217 1.     ]
115,9.272241,6.005026,"[ 0.03554172  0.0376066   0.03949397  0.0461127   0.04932198  0.04681488
  0.05543988  0.0658733   0.0554575   0.05827702  0.08573918  0.06863475
  0.04492234  0.10666196  0.10676598  0.00454316  0.18106702  0.5562463
  0.31746978 -0.5568989  -1.         -0.67163706 -0.3043883  -0.22305785
 -0.14507684 -0.02962876 -0.00581217 -0.00667503  0.02732289  0.04449363
  0.04732659  0.07009533  0.09252229  0.09672125  0.09639425  0.09484309
  0.08700551  0.07834128  0.07223101  0.06549831]",2,[0.10342 0.896   0.715   1.     ]
116,8.18945,-3.0763083,"[ 0.06077344  0.06567175  0.06902298  0.07378655  0.07900943  0.08027638
  0.0831333   0.09081303  0.09107101  0.0881502   0.09900445  0.10161762
  0.08514989  0.09776542  0.11744553  0.07548878  0.07179675  0.13632162
 -0.07505664 -0.6598818  -1.         -0.7023413  -0.25306728 -0.11040241
 -0.09840041 -0.02213503  0.02551071  0.01862749  0.03355307  0.05839872
  0.06225466  0.06971271  0.08838099  0.1008497   0.10783989  0.11376958
  0.11363365  0.10873392  0.10387272  0.09794123]",4,[0.98    0.73    0.22161 1.     ]
117,10.031763,0.57193726,"[ 0.08855826  0.09423577  0.09995068  0.1075453   0.1138344   0.11818542
  0.12501839  0.1309019   0.13056347  0.13443194  0.14391261  0.13944986
  0.13364325  0.1506731   0.14844131  0.11840526  0.14571509  0.13626412
 -0.19041163 -0.7409011  -1.         -0.79981077 -0.5152518  -0.3935279
 -0.3230128  -0.22384264 -0.14749026 -0.09339345 -0.02950813  0.02865924
  0.07123797  0.11502539  0.15977529  0.19265616  0.21266524  0.22201113
  0.21966168  0.2090604   0.19585769  0.18147722]",1,[0.27381 0.52069 0.97899 1.     ]
118,10.944046,3.3297563,"[ 0.07746274  0.08019144  0.0834737   0.09131004  0.09526604  0.09402136
  0.10013557  0.10553689  0.0975844   0.1015633   0.11707719  0.10022538
  0.09074141  0.1329165   0.11151239  0.04314853  0.18311486  0.36879015
  0.03896875 -0.67453134 -1.         -0.8000054  -0.5820801  -0.5008588
 -0.38061655 -0.24458227 -0.17330973 -0.10645825 -0.01883232  0.04611275
  0.09620572  0.15453833  0.20262636  0.22739044  0.23933959  0.24212551
  0.23373862  0.21955155  0.2038708   0.18565859]",2,[0.10342 0.896   0.715   1.     ]
119,13.152568,-0.24402036,"[ 0.09118886  0.09654406  0.10104821  0.10521551  0.10768066  0.10733523
  0.10781524  0.10877054  0.1059075   0.10412582  0.10311607  0.08999538
  0.07769641  0.08359454  0.07086194  0.03664953  0.04990667  0.01833422
 -0.29101858 -0.7763551  -1.         -0.83524257 -0.58723193 -0.4443851
 -0.33110914 -0.21088353 -0.1238179  -0.05108422  0.03627054  0.11866784
  0.18474968  0.24530756  0.29539287  0.32228678  0.3276777   0.3193879
  0.302452    0.2809624   0.2563724   0.22753316]",6,[0.4796  0.01583 0.01055 1.     ]
120,10.136889,1.4020462,"[ 0.10097428  0.10994207  0.11890848  0.12939571  0.1379095   0.14322367
  0.15165663  0.1611053   0.16368261  0.16959877  0.18302898  0.18125975
  0.17390989  0.19155997  0.19302227  0.16011396  0.1793779   0.16574305
 -0.16471723 -0.72404575 -1.         -0.8337312  -0.58729434 -0.47001418
 -0.36859787 -0.24394263 -0.16551581 -0.11877257 -0.06503525 -0.02104358
  0.00728723  0.03759942  0.06873334  0.09477516  0.12134364  0.14780644
  0.16722068  0.17925557  0.18575343  0.18576518]",0,[0.18995 0.07176 0.23217 1.     ]
121,7.8645864,-2.0399795,"[ 0.07150954  0.0771547   0.08071967  0.08474377  0.08909798  0.09167437
  0.09721685  0.10406508  0.10248975  0.10284504  0.11364506  0.10956332
  0.09743038  0.11641169  0.11942964  0.07535715  0.10882733  0.16741845
 -0.1109914  -0.70466137 -1.         -0.7420705  -0.38793314 -0.26000226
 -0.20330292 -0.10511748 -0.03978289 -0.00707224  0.04366467  0.08789315
  0.09892458  0.10282063  0.12069785  0.14371179  0.1590345   0.16305117
  0.1587138   0.15057997  0.1407723   0.12994179]",0,[0.18995 0.07176 0.23217 1.     ]
122,9.920958,-0.4952466,"[ 0.08965945  0.09564635  0.09869041  0.10199527  0.1060248   0.10905137
  0.11347415  0.11644299  0.11366555  0.11738688  0.12778594  0.12009598
  0.11111464  0.1306593   0.1231968   0.07935294  0.11455946  0.13162163
 -0.18978463 -0.7485778  -1.         -0.79598683 -0.518445   -0.37560546
 -0.25978112 -0.13813366 -0.06786784 -0.02541495  0.02351881  0.06142312
  0.08668535  0.1177917   0.15074193  0.17390329  0.18802734  0.19496274
  0.19437091  0.18865755  0.17910826  0.16529837]",1,[0.27381 0.52069 0.97899 1.     ]
123,10.124996,-2.7046068,"[ 0.12232278  0.14899203  0.1507783   0.14335379  0.14531748  0.14109515
  0.12362309  0.11618045  0.12336834  0.12339202  0.10386088  0.07274016
  0.05713077  0.05696272  0.01302358 -0.06181775 -0.06701237 -0.11492909
 -0.4639616  -0.9332967  -1.         -0.6359559  -0.31143692 -0.19219878
 -0.07877781  0.05503282  0.09677496  0.09991727  0.14432533  0.17113918
  0.15054907  0.15202835  0.18873724  0.20381713  0.19493563  0.20077792
  0.21642075  0.2207808   0.2169717   0.19677152]",4,[0.98    0.73    0.22161 1.     ]
124,9.407762,-0.4512263,"[ 0.07877319  0.08386658  0.08794109  0.0941302   0.09937882  0.1024252
  0.10921965  0.11484649  0.11146533  0.1151992   0.1282598   0.11956148
  0.10846794  0.13465485  0.13337016  0.08799586  0.14085183  0.19862162
 -0.11487117 -0.716772   -1.         -0.7864856  -0.5010611  -0.37242088
 -0.26702732 -0.14395179 -0.07450461 -0.03525273  0.01454423  0.05296355
  0.07477544  0.10276243  0.13313803  0.14937106  0.15471931  0.15928425
  0.16433348  0.16828173  0.17076284  0.17017215]",1,[0.27381 0.52069 0.97899 1.     ]
125,10.70135,3.167623,"[ 0.08715649  0.09239525  0.09707556  0.10563516  0.11294913  0.11679249
  0.1235673   0.12791738  0.12466422  0.1308251   0.14173312  0.13069771
  0.12919046  0.15903142  0.14314069  0.11364132  0.23159796  0.31927404
 -0.04541937 -0.7037653  -1.         -0.80014974 -0.5488589  -0.44485325
 -0.35050547 -0.2380375  -0.1696812  -0.11642911 -0.0498888   0.00525784
  0.0486093   0.09454949  0.13224213  0.15421462  0.16889545  0.17805071
  0.17910907  0.17589754  0.1712079   0.1639376 ]",2,[0.10342 0.896   0.715   1.     ]
126,10.847435,3.354642,"[ 0.07347209  0.0779549   0.0827022   0.08962799  0.09426028  0.09717122
  0.10518238  0.11015218  0.1062816   0.11401902  0.12746689  0.1142531
  0.11050404  0.14394441  0.12615275  0.08997581  0.22377446  0.3449125
 -0.01214422 -0.6916006  -1.         -0.79433584 -0.533547   -0.42029765
 -0.323012   -0.2205957  -0.1642497  -0.11150192 -0.03561403  0.03139372
  0.08512978  0.13825925  0.17912954  0.19934288  0.2075189   0.20808968
  0.20043838  0.18806459  0.17421308  0.15933363]",2,[0.10342 0.896   0.715   1.     ]
127,10.419489,4.244718,"[ 0.02839091  0.02413181  0.02169594  0.02598516  0.01695116 -0.01052054
 -0.02459067 -0.00904608  0.01873328  0.04723703  0.06116506  0.0451292
  0.04218655  0.081799    0.09989581  0.12458061  0.296169    0.5094765
  0.5572666   0.64958054  0.93735003  0.8459652   0.00590921 -0.84890467
 -1.         -0.7588958  -0.61501116 -0.5135502  -0.35367095 -0.24542569
 -0.20431691 -0.1563744  -0.10801017 -0.07925098 -0.04945341 -0.0140161
  0.01628716  0.04341365  0.07092773  0.09089526]",2,[0.10342 0.896   0.715   1.     ]
